파일명,평면1_평면도_편차,원1(I) <상>_D_편차,원2(I) <중>_D_편차,원3(I) <하>_D_편차,"원통1(I) <- 원1, 원2, 원3의 측정점 병합_D_편차","원통1(I) <- 원1, 원2, 원3의 측정점 병합_원통도_편차","원통1(I) <- 원1, 원2, 원3의 측정점 병합_직각도_편차",점2 <- 점1의 되부름 <열전 관리치수(Spec : 116.6±0.1)>_X_편차,점2 <- 점1의 되부름 <열전 관리치수(Spec : 116.6±0.1)>_Y_편차,각도1 <- 각도[XYPLAN]:직선2와 직선3_Ang_편차,직선4 <27° 소재>_Y/X_편차,직선5 <7.5° 소재>_Y/X_편차,점3 <- 직선4와 직선5의 교차점 <소재>_X_편차,직선6 <35.9° 소재>_Y/X_편차,점4 <- 직선6와 직선5의 교차점 <소재>_X_편차,점4 <- 직선6와 직선5의 교차점 <소재>_Y_편차,직선7 <23.1°>_Y/X_편차,직선8 <6°>_Y/X_편차,점5 <- 직선8와 직선7의 교차점_X_편차,점5 <- 직선8와 직선7의 교차점_Y_편차,원4(E) <소재>_X_편차,원4(E) <소재>_Y_편차,원4(E) <소재>_D_편차,원4(E) <소재>_동심도_편차,점6 <- 직선9와 직선10의 교차점 <소재>_X_편차,점6 <- 직선9와 직선10의 교차점 <소재>_Y_편차,점7 <- 직선10와 직선11의 교차점 <소재>_X_편차,점7 <- 직선10와 직선11의 교차점 <소재>_Y_편차,점8 <- 직선13와 직선12의 교차점 <소재>_X_편차,직선14 <23.1° 소재>_Y/X_편차,직선16 <우상 소재>_X/Y_편차,직선18 <좌상 소재>_X/Y_편차,거리1 <- XAXIS[PT]:점9와 점10 <상>_DS_편차,점13 <- 점11와 점12의 중점 <열전관리_상>_X_편차,직선19 <좌하 소재>_X/Y_편차,직선21 <우하 소재>_X/Y_편차,거리2 <- XAXIS[PT]:점14와 점15 <하>_DS_편차,점18 <- 점16와 점17의 중점 <열전관리_하>_X_편차,점19 <상>_Y_편차,점20 <하>_Y_편차,원5(I) <상부>_Y_편차,원5(I) <상부>_D_편차,원6(I) <하부>_Y_편차,원6(I) <하부>_D_편차,거리3 <- XYPLAN[PT]:원5와 원통1_DS_편차,평면2_Z_편차,평면2_평면도_편차,평면2_평행도_편차,"평면3 <- 점21, 점22, 점23, ... , 점26의 측정점 병합 <마이크로미터로 측정 해볼 것 !!!!!!!!!!!!!!!!>_Z_편차","평면3 <- 점21, 점22, 점23, ... , 점26의 측정점 병합 <마이크로미터로 측정 해볼 것 !!!!!!!!!!!!!!!!>_평면도_편차","평면3 <- 점21, 점22, 점23, ... , 점26의 측정점 병합 <마이크로미터로 측정 해볼 것 !!!!!!!!!!!!!!!!>_평행도_편차",원7(E) <- 원4의 되부름_X_편차,원7(E) <- 원4의 되부름_Y_편차,원7(E) <- 원4의 되부름_D_편차,원7(E) <- 원4의 되부름_동심도_편차,점28 <- 점27의 되부름 <소재 원점>_X_편차,점28 <- 점27의 되부름 <소재 원점>_Y_편차,각도2 <- 각도[XYPLAN]:직선23와 직선24_Ang_편차,점29 <- 점13의 되부름 <소재원점>_X_편차,점29 <- 점13의 되부름 <소재원점>_Y_편차,점30 <- 점18의 되부름 <소재원점>_X_편차,점30 <- 점18의 되부름 <소재원점>_Y_편차,직선25 <- 직선18의 되부름_X/Y_편차,직선26 <- 직선16의 되부름_X/Y_편차,거리4 <- XAXIS[평균]:점32와 점31 <소재기준>_DS_편차,품질상태
240116_일상검사_주_초_2-4-1_NG,0,0.001,0.003,0.001,0.002,0,0,0.108,0.01,0.278,0.253,-0.029,-0.121,-0.18,-0.012,0.279,0.174,0.193,-0.048,0.155,0.025,0.133,-0.393,0,0.077,0.129,0.162,0.12,0.023,0.112,-0.13,0.01,0.044,0.037,-0.214,-0.596,0.016,0.038,0.031,-0.017,-0.044,0.008,-0.02,0.021,0.068,0.356,0,0,0.603,0,0,0.025,0.133,-0.393,0,0.097,0.009,0.013,0.069,0.085,0.071,0.058,0.077,-0.198,0.044,0
240116_일상검사_주_초_2-5-1_NG,0,-0.009,-0.01,-0.006,-0.008,0,0,0.121,0.011,0.26,0.236,-0.029,-0.109,-0.196,0.015,0.291,0.171,0.19,-0.028,0.174,0.04,0.105,-0.398,0,0.078,0.102,0.147,0.102,0.047,0.065,0.321,-0.167,0.049,0.058,-0.316,-1.053,0.04,0.08,0.029,0.02,-0.018,0.006,-0.007,0.011,0.047,0.351,0,0,0.6,0,0,0.04,0.105,-0.398,0,0.105,0.01,0.026,0.065,0.078,0.087,0.084,-0.116,0.27,0.049,0
240116_일상검사_주_초_2-6-1_NG,0,-0.001,0.003,0.004,0.002,0,0,0.167,0.016,0.286,0.226,-0.008,-0.078,-0.198,0.047,0.281,0.153,0.181,0.001,0.171,0.065,0.099,-0.398,0,0.109,0.104,0.165,0.105,0.079,0.067,-0.054,-0.486,0.039,0.08,-0.305,-0.594,0.002,0.095,0.031,-0.041,0.003,0.008,0.022,0.005,0.079,0.332,0,0,0.567,0,0,0.065,0.099,-0.398,0,0.094,0.009,-0.076,0.062,0.087,0.077,0.041,-0.433,-0.106,0.039,0
240117_일상검사_야_중_1-2-1_NG,0,0.01,0.007,-0.002,0.005,0,0,0.138,0.013,0.085,0.206,-0.033,-0.099,-0.153,0.035,0.246,0.181,0.211,0.032,0.144,0.104,0.163,-0.402,0,0.146,0.153,0.182,0.126,0.093,0.089,-0.027,-0.307,0.01,0.08,-0.484,-0.329,-0.033,0.07,0.012,-0.078,0.06,0.032,0.149,0.022,-0.02,0.356,0,0,0.636,0,0,0.104,0.163,-0.402,0,0.044,0.004,-0.016,0.051,0.097,0.042,0.038,-0.222,-0.112,0.01,0
240117_일상검사_야_중_1-3-1_OK,0,0.003,0.004,0,0.002,0,0,0.106,0.01,0.202,0.174,-0.057,-0.123,-0.157,0.012,0.263,0.15,0.241,-0.018,0.141,0.089,0.177,-0.404,0,0.137,0.16,0.185,0.122,0.072,0.183,0.028,-0.303,0.001,0.055,-0.372,-0.64,-0.001,0.066,0.004,-0.006,0.04,0.035,0.061,0.034,-0.005,0.347,0,0,0.586,0,0,0.089,0.177,-0.404,0,-0.012,-0.001,-1.531,0.046,0.076,0.058,0.088,-0.209,-0.066,0.001,0
240117_일상검사_야_중_1-6-1_NG,0,0.006,0.012,0.005,0.007,0,0,0.115,0.011,0.031,0.219,0,-0.104,-0.12,0.028,0.266,0.154,0.191,0.031,0.183,0.083,0.096,-0.412,0,0.13,0.106,0.169,0.08,0.061,0.134,-0.051,-0.242,0.014,0.083,-0.345,-0.508,-0.014,0.092,0.027,-0.032,0.003,0.039,0.038,0.03,-0.005,0.351,0,0,0.599,0,0,0.083,0.096,-0.412,0,0.044,0.004,0.034,0.046,0.083,0.055,0.051,-0.191,-0.103,0.014,0
240117_일상검사_야_초_1-1-1_NG,0,0.003,0.008,0.001,0.004,0,0,0.122,0.011,0.253,0.283,0.021,-0.132,-0.158,-0.015,0.26,0.138,0.148,-0.053,0.167,0.009,0.081,-0.401,0,0.037,0.111,0.096,0.115,0.019,0.056,-0.207,0.214,0.038,0.051,-0.423,-0.614,-0.003,0.029,0.038,-0.044,0.04,0.029,0.101,0.02,0.017,0.354,0,0,0.629,0,0,0.009,0.081,-0.401,0,0.094,0.009,0.012,0.076,0.083,0.054,0.026,0.248,-0.241,0.038,0
240117_일상검사_야_초_1-2-1_NG,0,-0.001,0.005,-0.001,0.001,0,0,0.149,0.014,0.363,0.219,-0.045,-0.092,-0.214,0.028,0.279,0.18,0.219,-0.004,0.148,0.073,0.152,-0.396,0,0.125,0.138,0.162,0.133,0.062,0.133,-0.31,-0.1,0.027,0.071,-0.362,-0.608,0.007,0.067,0.01,-0.022,0.052,0.031,0.084,0.027,0.019,0.351,0,0,0.599,0,0,0.073,0.152,-0.396,0,0.092,0.009,0.029,0.067,0.086,0.063,0.07,-0.023,-0.387,0.027,0
240117_일상검사_야_초_1-3-1_NG,0,0.005,0.006,0.001,0.004,0,0,0.109,0.01,0.329,0.251,-0.024,-0.124,-0.18,-0.011,0.274,0.114,0.178,-0.072,0.155,0.009,0.108,-0.419,0,0.051,0.103,0.106,0.101,0.017,0.119,-0.2,0.115,0.036,0.043,-0.379,-0.823,0.013,0.042,0.033,-0.018,0.01,0.036,0.066,0.026,-0.012,0.361,0,0,0.647,0,0,0.009,0.108,-0.419,0,0.102,0.01,-0.034,0.079,0.075,0.078,0.042,0.169,-0.254,0.036,0
240117_일상검사_야_초_1-6-1_NG,0,0.001,0.009,-0.001,0.003,0,0,0.154,0.014,0.233,0.28,0.006,-0.077,-0.148,0.035,0.289,0.129,0.16,-0.004,0.186,0.052,0.066,-0.405,0,0.101,0.079,0.138,0.086,0.082,0.046,-0.25,-0.047,0.036,0.091,-0.241,-0.726,0.006,0.099,0.038,-0.03,-0.023,0.026,0.005,0.019,-0.002,0.353,0,0,0.598,0,0,0.052,0.066,-0.405,0,0.094,0.009,-0.034,0.07,0.08,0.078,0.035,-0.011,-0.286,0.036,0
240118_일상검사_야_중_2-4-1_NG,0,0.002,0.007,0.004,0.004,0,0,0.123,0.012,0.284,0.208,-0.03,-0.119,-0.203,0.003,0.274,0.18,0.204,-0.032,0.147,0.036,0.149,-0.4,0,0.084,0.137,0.121,0.125,0.072,0.088,-0.305,-0.11,0.034,0.048,-0.341,-0.55,0.009,0.04,0.019,-0.02,0.061,0.018,0.083,0.01,0,0.31,0,0,0.543,0,0,0.036,0.149,-0.4,0,0.095,0.009,-0.096,0.076,0.083,0.069,0.057,-0.035,-0.381,0.034,0
240118_일상검사_야_초_1-2-1_NG,0,0.008,0.004,-0.002,0.003,0,0,0.139,0.013,0.286,0.206,-0.049,-0.108,-0.266,0.039,0.275,0.169,0.197,-0.013,0.152,0.05,0.127,-0.411,0,0.103,0.116,0.152,0.106,0.066,0.083,-0.217,-0.036,0.03,0.058,-0.374,-0.149,0.004,0.069,0.014,-0.022,0.017,0.025,0.053,0.028,0.013,0.298,0,0,0.553,0,0,0.05,0.127,-0.411,0,0.093,0.009,-0.057,0.064,0.077,0.076,0.054,0.028,-0.282,0.03,0
240118_일상검사_야_초_1-3-1_NG,0,0.005,0.006,0.002,0.004,0,0,0.149,0.014,0.163,0.215,-0.009,-0.088,-0.181,0.02,0.265,0.034,0.192,-0.088,0.138,0.047,0.129,-0.406,0,0.096,0.125,0.145,0.121,0.063,-0.216,-0.308,-0.15,0.034,0.067,-0.265,-0.658,-0.006,0.067,0.017,-0.064,0.001,0.017,0.069,0.019,0.006,0.301,0,0,0.574,0,0,0.047,0.129,-0.406,0,0.096,0.009,-0.118,0.077,0.083,0.078,0.026,-0.085,-0.374,0.034,0
240118_일상검사_야_초_1-4-1_NG,0,0.007,0.01,0.006,0.008,0,0,0.126,0.012,0.307,0.232,-0.031,-0.116,-0.176,0.006,0.276,0.175,0.194,-0.03,0.15,0.046,0.138,-0.398,0,0.093,0.13,0.136,0.129,0.044,0.108,-0.182,-0.049,0.032,0.046,-0.347,-0.694,0.01,0.056,0.021,-0.028,0.058,0.019,0.095,0.016,0.003,0.292,0,0,0.537,0,0,0.046,0.138,-0.398,0,0.084,0.008,-0.003,0.061,0.089,0.071,0.059,0.019,-0.249,0.032,0
240118_일상검사_야_초_1-5-1_NG,0,0.004,0.012,0.007,0.007,0,0,0.115,0.011,0.28,0.267,-0.006,-0.117,-0.232,0.009,0.277,0.128,0.168,-0.051,0.177,0.012,0.083,-0.406,0,0.055,0.098,0.104,0.099,0.024,0.023,-0.116,-0.067,0.041,0.052,-0.343,-0.68,0.014,0.044,0.043,-0.012,-0.011,0.013,0.052,0.016,-0.005,0.297,0,0,0.561,0,0,0.012,0.083,-0.406,0,0.103,0.01,-0.046,0.076,0.08,0.068,0.046,-0.025,-0.157,0.041,0
240118_일상검사_주_종_1-2-1_NG,0,-0.004,-0.002,0,-0.002,0,0,0.116,0.011,0.169,0.146,-0.031,-0.116,-0.223,0.017,0.263,0.177,0.196,-0.012,0.138,0.044,0.137,-0.417,0,0.099,0.118,0.196,0.11,0.055,0.11,-0.143,-0.499,0.016,0.043,0.339,-0.52,0.008,0.061,-0.001,-0.033,0.011,0.024,0.025,0.026,0.013,0.32,0,0,0.564,0,0,0.044,0.137,-0.417,0,0.093,0.009,0.018,0.06,0.066,0.077,0.049,-0.434,-0.209,0.016,0
240118_일상검사_주_종_1-3-1_NG,0,0.004,0.005,0.008,0.005,0,0,0.155,0.014,0.266,0.185,-0.035,-0.082,-0.181,0.054,0.29,0.158,0.195,0.024,0.17,0.094,0.106,-0.412,0,0.11,0.096,0.195,0.097,0.104,0.165,-0.334,-0.112,0.022,0.096,-0.197,-0.913,0.026,0.124,0.002,0.007,0.018,0.015,0.049,-0.017,0.025,0.318,0,0,0.556,0,0,0.094,0.106,-0.412,0,0.084,0.008,0.006,0.053,0.072,0.082,0.081,-0.058,-0.388,0.022,0
240118_일상검사_주_종_1-4-1_NG,0,0.007,0.002,-0.006,0.001,0,0,0.126,0.012,0.179,0.163,-0.021,-0.103,-0.202,0.037,0.275,0.194,0.198,0.01,0.155,0.056,0.121,-0.415,0,0.105,0.106,0.149,0.109,0.058,0.142,-0.327,-0.22,0.021,0.071,-0.27,-0.387,0.005,0.067,0.006,-0.02,0.073,0.027,0.109,0.009,-0.035,0.329,0,0,0.557,0,0,0.056,0.121,-0.415,0,0.085,0.008,-0.23,0.07,0.066,0.066,0.056,-0.159,-0.388,0.021,0
240118_일상검사_주_중_1-1-1_NG,0,-0.007,0.001,0.002,-0.002,0,0,0.069,0.006,0.134,0.233,0.013,-0.136,-0.147,-0.026,0.295,0.14,0.164,-0.099,0.19,0,0.061,-0.426,0,0.052,0.06,0.135,0.057,0.019,0.023,-0.229,-0.148,0.041,0.035,-0.236,-0.678,0.037,0.051,0.04,0.038,0.062,0.017,0.071,0.027,0.058,0.317,0,0,0.57,0,0,0,0.061,-0.426,0,0.09,0.008,-0.046,0.059,0.08,0.076,0.083,-0.12,-0.258,0.041,0
240118_일상검사_주_중_1-5-1_NG,0,0.002,0,0,0.001,0,0,0.146,0.014,0.38,0.23,-0.1,-0.162,-0.14,0.05,0.275,0.121,0.168,-0.002,0.187,0.052,0.057,-0.423,0,0.102,0.058,0.157,0.067,0.08,0.131,0.059,-0.06,0.023,0.087,-0.258,-0.831,0.015,0.103,0.025,0.004,0.02,0.016,0.06,0.02,0.006,0.319,0,0,0.551,0,0,0.052,0.057,-0.423,0,0.091,0.008,-0.059,0.063,0.061,0.079,0.055,-0.029,0.029,0.023,0
240118_일상검사_주_중_1-6-1_NG,0,0.001,0.008,0.007,0.005,0,0,0.167,0.016,0.254,0.246,-0.023,-0.088,-0.155,0.06,0.289,0.1,0.168,0.004,0.195,0.055,0.058,-0.408,0,0.116,0.074,0.185,0.077,0.092,0.056,-0.253,-0.065,0.035,0.11,-0.234,-2.261,0.039,0.164,0.033,-0.011,-0.033,0.019,-0.015,0.027,-0.008,0.354,0,0,0.556,0,0,0.055,0.058,-0.408,0,0.112,0.011,0.043,0.083,0.073,0.138,0.048,-0.033,-0.285,0.035,0
240118_일상검사_주_중_2-1-1_NG,0,-0.01,-0.006,-0.006,-0.007,0,0,0.092,0.009,0.232,0.209,-0.016,-0.14,-0.19,-0.013,0.292,0.123,0.175,-0.077,0.167,-0.001,0.094,-0.413,0,0.104,0.086,0.114,0.085,0.005,0.074,-0.237,-0.414,0.041,0.024,-0.293,-0.754,0.026,0.059,0.036,0.014,0.003,0.026,0.013,0.019,0.025,0.327,0,0,0.53,0,0,-0.001,0.094,-0.413,0,0.108,0.01,0.087,0.063,0.072,0.099,0.065,-0.369,-0.281,0.041,0
240118_일상검사_주_중_2-2-1_NG,0,-0.011,-0.005,-0.009,-0.008,0,0,0.116,0.011,0.208,0.219,-0.022,-0.105,-0.173,0.014,0.298,0.157,0.177,-0.018,0.179,0.033,0.085,-0.412,0,0.094,0.088,0.14,0.084,0.055,0.096,-0.281,-0.149,0.029,0.069,-0.391,-0.606,0.031,0.078,0.023,0.037,-0.028,0.027,-0.034,0.016,0.007,0.321,0,0,0.53,0,0,0.033,0.085,-0.412,0,0.114,0.011,-0.06,0.074,0.069,0.082,0.1,-0.114,-0.315,0.029,0
240118_일상검사_주_중_2-3-1_NG,0,-0.008,-0.01,-0.009,-0.009,0,0,0.138,0.013,0.323,0.234,-0.007,-0.107,-0.161,0.012,0.289,0.131,0.183,0.051,0.213,0.046,0.074,-0.386,0,0.063,0.093,0.14,0.086,0.046,0.09,-0.108,-0.094,0.038,0.058,-0.099,-0.586,0.019,0.081,0.032,-0.006,-0.022,0.016,0.003,0.018,0.014,0.312,0,0,0.533,0,0,0.046,0.074,-0.386,0,0.082,0.008,0.017,0.046,0.076,0.069,0.055,-0.055,-0.147,0.038,0
240118_일상검사_주_중_2-4-1_NG,0,-0.015,-0.011,-0.007,-0.011,0,0,0.137,0.013,0.295,0.206,-0.065,-0.115,-0.214,0.029,0.274,0.071,0.203,-0.021,0.16,0.063,0.132,-0.395,0,0.106,0.123,0.145,0.118,0.052,0.142,-0.274,-0.216,0.026,0.058,-0.326,-0.851,0.011,0.082,0.006,-0.023,-0.032,0.02,-0.009,-0.002,0.042,0.324,0,0,0.53,0,0,0.063,0.132,-0.395,0,0.088,0.008,0.016,0.055,0.075,0.078,0.061,-0.15,-0.34,0.026,0
240118_일상검사_주_중_2-6-1_NG,0,-0.008,-0.005,-0.009,-0.007,0,0,0.116,0.011,0.026,0.18,-0.002,-0.122,-0.107,0.014,0.258,-0.16,0.192,-0.181,0.15,0.064,0.113,-0.403,0,0.121,0.13,0.175,0.092,0.022,0.152,0.11,-0.294,0.022,0.056,-0.188,-0.402,-0.018,0.077,0.028,-0.05,-0.065,0.023,-0.045,0.021,0.064,0.324,0,0,0.559,0,0,0.064,0.113,-0.403,0,0.058,0.005,0.057,0.044,0.082,0.065,0.039,-0.235,0.051,0.022,0
240119_일상검사_야_중_1-1-1_NG,0,0.005,0.009,0.005,0.006,0,0,0.128,0.012,0.119,0.164,0.005,-0.106,-0.116,0.031,0.272,0.16,0.197,0.027,0.186,0.09,0.106,-0.402,0,0.135,0.11,0.17,0.087,0.079,0.103,-0.039,-0.205,0.023,0.086,-0.29,-0.405,-0.013,0.101,0.04,-0.034,0.027,0.058,0.052,0.052,0.02,0.276,0,0,0.522,0,0,0.09,0.106,-0.402,0,0.042,0.004,0.017,0.048,0.099,0.062,0.058,-0.148,-0.096,0.023,0
240119_일상검사_야_중_1-2-1_NG,0,0.003,0.01,0.006,0.006,0,0,0.121,0.011,0.068,0.189,-0.03,-0.119,-0.126,0.02,0.246,0.186,0.209,0.018,0.144,0.085,0.161,-0.401,0,0.102,0.155,0.177,0.125,0.077,0.192,0.001,-0.373,0.011,0.051,-0.42,-0.436,-0.03,0.07,0.017,-0.071,0.041,0.08,0.075,0.047,0.001,0.271,0,0,0.517,0,0,0.085,0.161,-0.401,0,0.037,0.003,-0.027,0.039,0.093,0.059,0.04,-0.29,-0.082,0.011,0
240119_일상검사_주_초_1-1-1_NG,0,0.006,0.009,0.008,0.008,0,0,0.118,0.011,-0.194,0.231,-0.009,-0.092,-0.182,0.039,0.307,0.153,0.185,0.011,0.202,0.062,0.06,-0.416,0,0.108,0.059,0.153,0.065,0.067,0.06,-0.351,-0.128,0.031,0.092,0.215,-0.488,0.035,0.115,0.028,0.049,0.026,0.026,0.024,-0.003,0.078,0.333,0,0,0.564,0,0,0.062,0.06,-0.416,0,0.121,0.011,0.244,0.06,0.072,0.083,0.099,-0.101,-0.378,0.031,0
240119_일상검사_주_초_1-2-1_NG,0,0.007,0.011,0.009,0.009,0,0,0.107,0.01,0.368,0.173,-0.042,-0.131,-0.248,-0.013,0.266,0.236,0.211,-0.022,0.128,0.033,0.158,-0.427,0,0.094,0.12,0.142,0.112,0.033,0.134,-0.264,-0.242,0.018,0.028,-0.398,-0.334,0.002,0.028,0,-0.015,0.056,0.026,0.07,0.017,-0.002,0.321,0,0,0.551,0,0,0.033,0.158,-0.427,0,0.089,0.008,-0.037,0.062,0.071,0.062,0.063,-0.165,-0.341,0.018,0
240119_일상검사_주_초_1-4-1_NG,0,0.008,-0.004,-0.01,-0.002,0,0,0.151,0.014,0.263,0.219,-0.021,-0.078,-0.21,0.05,0.294,0.153,0.188,0.015,0.18,0.085,0.087,-0.386,0,0.143,0.136,0.167,0.048,0.095,0.093,-0.209,-0.071,0.03,0.091,-0.272,-0.634,0.015,0.114,0.019,0.005,0.082,0.036,0.094,0.022,0.013,0.341,0,0,0.584,0,0,0.085,0.087,-0.386,0,0.081,0.008,0.036,0.049,0.079,0.072,0.078,-0.025,-0.254,0.03,0
240119_일상검사_주_초_1-5-1_NG,0,0.006,0.01,0.01,0.009,0,0,0.09,0.008,0.257,0.233,0.006,-0.127,-0.179,-0.01,0.312,0.133,0.163,-0.047,0.204,0.011,0.045,-0.418,0,0.068,0.048,0.092,0.055,0.038,0.067,-0.43,-0.049,0.044,0.063,-0.202,-0.651,0.044,0.073,0.045,0.073,0.009,0.009,0.037,0.021,0.015,0.333,0,0,0.582,0,0,0.011,0.045,-0.418,0,0.092,0.009,-0.045,0.071,0.073,0.081,0.106,-0.035,-0.444,0.044,0
240119_일상검사_주_초_1-6-1_NG,0,0.007,0.011,0.008,0.009,0,0,0.118,0.011,0.068,0.233,0.03,-0.104,-0.149,0.022,0.295,0.129,0.136,-0.013,0.206,0.035,0.018,-0.422,0,0.082,0.039,0.113,0.045,0.068,0.095,-0.243,0.197,0.047,0.091,-0.198,-0.757,0.023,0.102,0.042,0.011,0.014,0.028,0.035,0.013,0.004,0.331,0,0,0.576,0,0,0.035,0.018,-0.422,0,0.087,0.008,-0.065,0.067,0.073,0.077,0.054,0.202,-0.248,0.047,0
240120_일상검사_주_중_1-4-1_NG,0,0.023,0.026,0.023,0.024,0,0,0.118,0.011,0.055,0.227,-0.043,-0.121,-0.084,0.014,0.277,0.17,0.215,0.024,0.178,0.088,0.138,-0.386,0,0.128,0.154,0.181,0.123,0.081,0.14,-0.001,-0.3,0.019,0.075,-0.427,-0.377,-0.008,0.078,0.031,-0.019,0.067,0.014,0.078,0.007,0.016,0.261,0,0,0.507,0,0,0.088,0.138,-0.386,0,0.052,0.005,0.042,0.052,0.101,0.055,0.074,-0.229,-0.072,0.019,0
240120_일상검사_주_초_1-3-1_NG,0,0.008,0.01,0.008,0.009,0,0,0.116,0.011,-0.189,0.235,-0.019,-0.089,-0.212,0.044,0.28,0.165,0.194,0.007,0.168,0.072,0.115,-0.405,0,0.128,0.11,0.164,0.111,0.062,0.102,-0.283,-0.639,0.025,0.064,-0.33,-0.627,0.009,0.096,0.01,-0.015,0.091,0.045,0.097,0.032,0.008,0.27,0,0,0.501,0,0,0.072,0.115,-0.405,0,0.074,0.007,-0.037,0.045,0.083,0.077,0.071,-0.586,-0.335,0.025,0
240120_일상검사_주_초_1-4-1_NG,0,0.002,0.004,0.003,0.003,0,0,0.168,0.016,0.181,0.218,0.017,-0.06,-0.117,0.05,0.277,0.172,0.218,0.071,0.181,0.125,0.128,-0.395,0,0.141,0.139,0.212,0.106,0.079,0.132,-0.014,-0.233,0.012,0.116,-0.564,0.174,-0.021,0.098,0.02,-0.04,0.012,0.034,0.034,0.023,0.046,0.31,0,0,0.558,0,0,0.125,0.128,-0.395,0,0.075,0.007,0.324,0.054,0.103,0.036,0.064,-0.167,-0.08,0.012,0
240120_일상검사_주_초_1-5-1_NG,0,0.012,0.011,0.006,0.01,0,0,0.05,0.005,0.182,0.212,-0.036,-0.177,-0.151,-0.045,0.26,0.164,0.218,-0.056,0.152,0.017,0.151,-0.413,0,0.085,0.134,0.121,0.098,0.009,0.22,0.017,-0.326,0.012,0.013,-0.488,-0.247,0.004,-0.009,0.031,0.018,0.012,0.041,0.021,0.033,0.018,0.222,0,0,0.482,0,0,0.017,0.151,-0.413,0,0.071,0.007,0.024,0.06,0.077,0.038,0.084,-0.254,-0.055,0.012,0
240122_일상검사_야_초_1-2-1_NG,0,0.02,0.021,0.019,0.02,0,0,0.118,0.011,0.074,0.216,-0.027,-0.124,-0.236,-0.004,0.262,0.171,0.205,-0.045,0.128,0.036,0.167,-0.399,0,0.085,0.149,0.124,0.151,0.031,0.13,-0.167,-0.067,0.028,0.032,-0.352,-0.605,-0.003,0.029,0.012,-0.057,0.026,0.018,0.06,0.026,-0.021,0.303,0,0,0.541,0,0,0.036,0.167,-0.399,0,0.099,0.009,-0.004,0.068,0.087,0.065,0.043,0.013,-0.247,0.028,0
240122_일상검사_야_초_1-3-1_NG,0,0.017,0.022,0.019,0.019,0,0,0.16,0.015,0.299,0.235,-0.026,-0.09,-0.167,0.038,0.273,0.068,0.189,-0.054,0.151,0.079,0.109,-0.391,0,0.115,0.109,0.161,0.104,0.072,0.077,-0.148,-0.145,0.026,0.077,-0.277,-0.764,-0.001,0.094,0.025,-0.044,-0.004,0.014,0.017,-0.052,0.004,0.317,0,0,0.543,0,0,0.079,0.109,-0.391,0,0.075,0.007,0.003,0.05,0.099,0.066,0.051,-0.088,-0.206,0.026,0
240122_일상검사_야_초_1-4-1_NG,0,0.014,0.02,0.013,0.015,0,0,0.106,0.01,0.24,0.228,-0.03,-0.132,-0.194,0.005,0.284,0.124,0.184,-0.015,0.188,0.038,0.087,-0.404,0,0.063,0.087,0.109,0.084,0.037,0.127,-0.49,-0.07,0.037,0.056,-0.348,-0.748,0.025,0.059,0.027,0.019,0.059,0.02,0.095,0.023,-0.011,0.288,0,0,0.533,0,0,0.038,0.087,-0.404,0,0.084,0.008,-0.03,0.057,0.075,0.06,0.077,-0.029,-0.531,0.037,0
240122_일상검사_야_초_1-5-1_NG,0,0.015,0.02,0.014,0.016,0,0,0.109,0.01,0.245,0.207,-0.01,-0.141,-0.324,0.014,0.276,0.254,0.164,0.007,0.19,0,0.07,-0.401,0,0.048,0.085,0.093,0.091,0.005,0.055,-0.326,-0.13,0.041,0.049,-0.215,-0.559,0.021,0.041,0.038,0.012,0.023,0.029,0.043,0.021,-0.01,0.296,0,0,0.538,0,0,0,0.07,-0.401,0,0.122,0.011,0.08,0.077,0.067,0.07,0.05,-0.096,-0.36,0.041,0
240122_일상검사_야_초_1-6-1_NG,0,0.017,0.015,0.016,0.016,0,0,0.116,0.011,0.348,0.264,0.002,-0.134,-0.157,0.004,0.285,0.127,0.171,0.002,0.213,0.03,0.033,-0.404,0,0.13,0.048,0.1,0.078,0.037,0.076,-0.105,-0.199,0.035,0.062,-0.283,-0.679,0.016,0.063,0.047,-0.003,-0.015,0.027,0.003,0.027,0.017,0.291,0,0,0.532,0,0,0.03,0.033,-0.404,0,0.073,0.007,-0.058,0.048,0.075,0.049,0.042,-0.181,-0.122,0.035,0
240122_일상검사_주_초_1-1-1_NG,0,0.02,0.022,0.021,0.021,0,0,0.124,0.012,0.187,0.28,0.004,-0.096,-0.19,0.023,0.286,-0.068,0.161,-0.147,0.18,0.033,0.06,-0.4,0,0.095,0.077,0.105,0.083,0.058,-0.046,-0.265,-0.04,0.045,0.074,-0.193,-0.64,0.02,0.078,0.044,-0.01,0.041,0.021,0.057,0,0.014,0.332,0,0,0.568,0,0,0.033,0.06,-0.4,0,0.101,0.009,0.099,0.068,0.084,0.072,0.049,-0.01,-0.294,0.045,0
240122_일상검사_주_초_1-2-1_NG,0,0.021,0.022,0.022,0.021,0,0,0.111,0.01,0.204,0.225,-0.03,-0.118,-0.232,0.014,0.28,0.156,0.206,-0.017,0.164,0.064,0.136,-0.39,0,0.104,0.131,0.134,0.129,0.043,0.104,-0.127,-0.041,0.029,0.045,-0.4,-0.685,0.01,0.061,0.019,-0.018,0.013,0.007,0.029,0.014,-0.008,0.324,0,0,0.563,0,0,0.064,0.136,-0.39,0,0.063,0.006,0.042,0.042,0.098,0.058,0.073,0.024,-0.193,0.029,0
